class1,class3,substance,smiles
Nervous,Opioids,nalbuphine,C1CC(C1)CN2CC[C@]34[C@@H]5[C@H](CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O
Nervous,Opioids,nicomorphine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC(=O)C6=CN=CC=C6)O[C@H]3[C@H](C=C4)OC(=O)C7=CN=CC=C7
Nervous,Opioids,oxycodone,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O
Nervous,Opioids,oxymorphone,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
Nervous,Opioids,papaveretum,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl.Cl.Cl
Nervous,Opioids,pentazocine,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O
Nervous,Opioids,pethidine,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
Nervous,Opioids,phenazocine,CC1C2CC3=C(C1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O
Nervous,Opioids,piritramide,C1CCN(CC1)C2(CCN(CC2)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N
Nervous,Opioids,tapentadol,CC[C@@H](C1=CC(=CC=C1)O)[C@@H](C)CN(C)C
Nervous,Opioids,tilidine,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)C2=CC=CC=C2
Nervous,Opioids,tramadol,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O
Nervous,Other analgesics,acetylsalicylic acid,CC(=O)OC1=CC=CC=C1C(=O)O
Nervous,Other analgesics,aloxiprin,CC(=O)OC1=CC=CC=C1C(=O)O.[O-2].[O-2].[O-2].[Al+3].[Al+3]
Nervous,Other analgesics,aminophenazone,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
Nervous,Other analgesics,benorilate,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C
Nervous,Other analgesics,bucetin,CCOC1=CC=C(C=C1)NC(=O)CC(C)O
Nervous,Other analgesics,cannabinoids,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O.CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O
Nervous,Other analgesics,carbasalate,CC(=O)OC1=CC=CC=C1C(=O)O.C(=O)(N)N
Nervous,Other analgesics,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
Nervous,Other analgesics,ethenzamide,CCOC1=CC=CC=C1C(=O)N
Nervous,Other analgesics,floctafenine,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F
Nervous,Other analgesics,flupirtine,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N
Nervous,Other analgesics,gabapentin,C1CCC(CC1)(CC(=O)O)CN
Nervous,Other analgesics,glafenine,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
Nervous,Other analgesics,guacetisal,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2OC
Nervous,Other analgesics,imidazole,C1=CN=CN1
Nervous,Other analgesics,metamizole,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O
Nervous,Other analgesics,methoxyflurane,COC(C(Cl)Cl)(F)F
Nervous,Other analgesics,mirogabalin,CCC1=C[C@@H]2[C@H](C1)C[C@@]2(CC(=O)O)CN
Nervous,Other analgesics,nefopam,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
Nervous,Other analgesics,paracetamol,CC(=O)NC1=CC=C(C=C1)O
Nervous,Other analgesics,phenacetin,CCOC1=CC=C(C=C1)NC(=O)C
Nervous,Other analgesics,phenazone,CC1=CC(=O)N(N1C)C2=CC=CC=C2
Nervous,Other analgesics,pregabalin,CC(C)C[C@@H](CC(=O)O)CN
Nervous,Other analgesics,propacetamol,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C
Nervous,Other analgesics,propyphenazone,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
Nervous,Other analgesics,rimazolium,CCOC(=O)C1=C[N+](=C2CCCC(N2C1=O)C)C
Nervous,Other analgesics,salicylamide,C1=CC=C(C(=C1)C(=O)N)O
Nervous,Other analgesics,salsalate,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
Nervous,Other analgesics,sodium salicylate,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+]
Nervous,Other analgesics,viminol,CCC(C)N(CC(C1=CC=CN1CC2=CC=CC=C2Cl)O)C(C)CC
Nervous,Other analgesics,ziconotide,C[C@H]1C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N1)CCCCN)CCCCN)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N3)CO)[C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CO)CCCNC(=N)N)CC(C)C)CCSC)CC4=CC=C(C=C4)O)CC(=O)O)C(=O)N)CCCCN)CO)CCCNC(=N)N)CCCCN
Nervous,Other antiparkinson,istradefylline,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C
Nervous,Other nervous,amifampridine,C1=CN=CC(=C1N)N
Nervous,Other nervous,deutetrabenazine,[2H]C([2H])([2H])OC1=C(C=C2[C@H]3CC(=O)[C@@H](CN3CCC2=C1)CC(C)C)OC([2H])([2H])[2H]
Nervous,Other nervous,edaravone,CC1=NN(C(=O)C1)C2=CC=CC=C2
Nervous,Other nervous,fampridine,C1=CN=CC=C1N
Nervous,Other nervous,inotersen,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=S)(O)O[C@H]3C[C@@H](O[C@@H]3COP(=S)(O)O[C@H]4C[C@@H](O[C@@H]4COP(=S)(O)O[C@@H]5[C@H](O[C@H]([C@@H]5OCCOC)N6C=NC7=C6N=C(NC7=O)N)COP(=S)(O)O[C@@H]8[C@H](O[C@H]([C@@H]8OCCOC)N9C=C(C(=O)NC9=O)C)COP(=S)(O)O[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)N1C=C(C(=O)NC1=O)C)COP(=S)(O)O[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)N1C=C(C(=NC1=O)N)C)COP(=S)(O)O[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)N1C=C(C(=O)NC1=O)C)CO)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=C(C(=NC1=O)N)C)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OC[C@@H]1[C@H](C[C@@H](O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C(N=CN=C21)N)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=C(C(=NC1=O)N)C)OCCOC)O
Nervous,Other nervous,laquinimod,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O
Nervous,Other nervous,pitolisant,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl
Nervous,Other nervous,riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
Nervous,Other nervous,tafamidis,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl
Nervous,Other nervous,tetrabenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
Nervous,Other nervous,valbenazine,CC(C)C[C@@H]1CN2CCC3=CC(=C(C=C3[C@H]2C[C@H]1OC(=O)[C@H](C(C)C)N)OC)OC
Nervous,Other nervous,xaliproden,C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3
Nervous,Parasympathomimetics,ambenonium,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl
Nervous,Parasympathomimetics,bethanechol,CC(C[N+](C)(C)C)OC(=O)N
Nervous,Parasympathomimetics,carbachol,C[N+](C)(C)CCOC(=O)N.[Cl-]
Nervous,Parasympathomimetics,cevimeline,C[C@@H]1O[C@]2(CN3CCC2CC3)CS1
Nervous,Parasympathomimetics,choline alfoscerate,C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O
Nervous,Parasympathomimetics,distigmine,C[N+]1=CC=CC(=C1)OC(=O)N(C)CCCCCCN(C)C(=O)OC2=C[N+](=CC=C2)C
Nervous,Parasympathomimetics,neostigmine,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
Nervous,Parasympathomimetics,pilocarpine,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C
Nervous,Parasympathomimetics,pyridostigmine,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
Nervous,Psychostimulants,acetylcarnitine,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
Nervous,Psychostimulants,adrafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO
Nervous,Psychostimulants,amfetamine,CC(CC1=CC=CC=C1)N
Nervous,Psychostimulants,aniracetam,COC1=CC=C(C=C1)C(=O)N2CCCC2=O
Nervous,Psychostimulants,armodafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)[S@](=O)CC(=O)N
Nervous,Psychostimulants,atomoxetine,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2
Nervous,Psychostimulants,caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
Nervous,Psychostimulants,citicoline,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O
Nervous,Psychostimulants,deanol,CN(C)CCO
Nervous,Psychostimulants,dexamfetamine,C[C@@H](CC1=CC=CC=C1)N
Nervous,Psychostimulants,dexmethylphenidate,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2
Nervous,Psychostimulants,fencamfamin,CCNC1C2CCC(C2)C1C3=CC=CC=C3
Nervous,Psychostimulants,fenetylline,CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C
Nervous,Psychostimulants,idebenone,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO
Nervous,Psychostimulants,linopirdine,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5
Nervous,Psychostimulants,lisdexamfetamine,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](CCCCN)N
Nervous,Psychostimulants,meclofenoxate,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl
Nervous,Psychostimulants,metamfetamine,C[C@@H](CC1=CC=CC=C1)NC
Nervous,Psychostimulants,methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
Nervous,Psychostimulants,modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
Nervous,Psychostimulants,nizofenone,CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl
Nervous,Psychostimulants,oxiracetam,C1C(CN(C1=O)CC(=O)N)O
Nervous,Psychostimulants,pemoline,C1=CC=C(C=C1)C2C(=O)N=C(O2)N
Nervous,Psychostimulants,phenibut,C1=CC=C(C=C1)C(CC(=O)O)CN
Nervous,Psychostimulants,piracetam,C1CC(=O)N(C1)CC(=O)N
Nervous,Psychostimulants,pramiracetam,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C
Nervous,Psychostimulants,prolintane,CCCC(CC1=CC=CC=C1)N2CCCC2
Nervous,Psychostimulants,propentofylline,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C
Nervous,Psychostimulants,pyritinol,CC1=NC=C(C(=C1O)CO)CSSCC2=CN=C(C(=C2CO)O)C
Nervous,Psychostimulants,solriamfetol,C1=CC=C(C=C1)C[C@H](COC(=O)N)N
Nervous,Psychostimulants,vinpocetine,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC
Respiratory,"Adrenergics, inhalant",bitolterol,CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C
Respiratory,"Adrenergics, inhalant",carbuterol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)NC(=O)N)O
Respiratory,"Adrenergics, inhalant",clenbuterol,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O
Respiratory,"Adrenergics, inhalant",formoterol,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
Respiratory,"Adrenergics, inhalant",hexoprenaline,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O
Respiratory,"Adrenergics, inhalant",indacaterol,CCC1=C(C=C2CC(CC2=C1)NC[C@@H](C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC
Respiratory,"Adrenergics, inhalant",isoetarine,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C
Respiratory,"Adrenergics, inhalant",levosalbutamol,CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O
Respiratory,"Adrenergics, inhalant",olodaterol,CC(C)(CC1=CC=C(C=C1)OC)NC[C@@H](C2=C3C(=CC(=C2)O)NC(=O)CO3)O
Respiratory,"Adrenergics, inhalant",orciprenaline,CC(C)NCC(C1=CC(=CC(=C1)O)O)O
Respiratory,"Adrenergics, inhalant",pirbuterol,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O
Respiratory,"Adrenergics, inhalant",procaterol,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C
Respiratory,"Adrenergics, inhalant",reproterol,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCNCC(C3=CC(=CC(=C3)O)O)O
Respiratory,"Adrenergics, inhalant",salbutamol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
Respiratory,"Adrenergics, inhalant",salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
Respiratory,"Adrenergics, inhalant",terbutaline,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
Respiratory,"Adrenergics, inhalant",tretoquinol,COC1=CC(=CC(=C1OC)OC)C[C@H]2C3=CC(=C(C=C3CCN2)O)O
Respiratory,"Adrenergics, inhalant",tulobuterol,CC(C)(C)NCC(C1=CC=CC=C1Cl)O
Respiratory,"Adrenergics, inhalant",vilanterol,C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNC[C@@H](C2=CC(=C(C=C2)O)CO)O)Cl
Respiratory,"Adrenergics, systemic",bambuterol,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O
Respiratory,"Adrenergics, systemic",methoxyphenamine,CC(CC1=CC=CC=C1OC)NC
Respiratory,"Antihistamines, systemic",acrivastine,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O
Respiratory,"Antihistamines, systemic",alimemazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C
Respiratory,"Antihistamines, systemic",astemizole,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
Respiratory,"Antihistamines, systemic",azatadine,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1
Respiratory,"Antihistamines, systemic",bamipine,CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3
Respiratory,"Antihistamines, systemic",bilastine,CCOCCN1C2=CC=CC=C2N=C1C3CCN(CC3)CCC4=CC=C(C=C4)C(C)(C)C(=O)O
Respiratory,"Antihistamines, systemic",bromazine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(C=C2)Br
Respiratory,"Antihistamines, systemic",brompheniramine,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",buclizine,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
Respiratory,"Antihistamines, systemic",carbinoxamine,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",cetirizine,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Respiratory,"Antihistamines, systemic",chlorcyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Respiratory,"Antihistamines, systemic",chloropyramine,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",chlorphenamine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",chlorphenoxamine,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C
Respiratory,"Antihistamines, systemic",clemastine,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C
Respiratory,"Antihistamines, systemic",cyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
Respiratory,"Antihistamines, systemic",cyproheptadine,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
Respiratory,"Antihistamines, systemic",deptropine,CN1[C@@H]2CC[C@H]1CC(C2)OC3C4=CC=CC=C4CCC5=CC=CC=C35
Respiratory,"Antihistamines, systemic",desloratadine,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
Respiratory,"Antihistamines, systemic",dexbrompheniramine,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",dexchlorpheniramine,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",dimenhydrinate,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
Respiratory,"Antihistamines, systemic",dimetindene,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C
Respiratory,"Antihistamines, systemic",diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
Respiratory,"Antihistamines, systemic",diphenylpyraline,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
Respiratory,"Antihistamines, systemic",doxylamine,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C
Respiratory,"Antihistamines, systemic",ebastine,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4
Respiratory,"Antihistamines, systemic",epinastine,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
Respiratory,"Antihistamines, systemic",fexofenadine,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
Respiratory,"Antihistamines, systemic",isothipendyl,CC(CN1C2=CC=CC=C2SC3=C1N=CC=C3)N(C)C
Respiratory,"Antihistamines, systemic",ketotifen,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
Respiratory,"Antihistamines, systemic",levocetirizine,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Respiratory,"Antihistamines, systemic",loratadine,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
Respiratory,"Antihistamines, systemic",mebhydrolin,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4
Respiratory,"Antihistamines, systemic",meclozine,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
Respiratory,"Antihistamines, systemic",mepyramine,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",mequitazine,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53
Respiratory,"Antihistamines, systemic",methapyrilene,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",methdilazine,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42
Respiratory,"Antihistamines, systemic",mizolastine,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5
Respiratory,"Antihistamines, systemic",oxatomide,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5
Respiratory,"Antihistamines, systemic",oxomemazine,CC(CN1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C31)CN(C)C
Respiratory,"Antihistamines, systemic",phenindamine,CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4
Respiratory,"Antihistamines, systemic",pheniramine,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",pimethixene,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1
Respiratory,"Antihistamines, systemic",promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
Respiratory,"Antihistamines, systemic",rupatadine,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2
Respiratory,"Antihistamines, systemic",terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
Respiratory,"Antihistamines, systemic",thiethylperazine,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
Respiratory,"Antihistamines, systemic",trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
Respiratory,"Antihistamines, systemic",tripelennamine,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2
Respiratory,"Antihistamines, systemic",triprolidine,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3
Respiratory,"Antihistamines, systemic",tritoqualine,CCOC1=C(C(=C(C2=C1C(OC2=O)C3C4=C(C5=C(C=C4CCN3C)OCO5)OC)N)OCC)OCC
Respiratory,Cough suppressants,acetyldihydrocodeine,CC(=O)O[C@H]1CC[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)OC)CCN3C
Respiratory,Cough suppressants,benproperine,CC(COC1=CC=CC=C1CC2=CC=CC=C2)N3CCCCC3
Respiratory,Cough suppressants,benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
Respiratory,Cough suppressants,butamirate,CCC(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC
Respiratory,Cough suppressants,clobutinol,CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O
Respiratory,Cough suppressants,clofedanol,CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O
Respiratory,Cough suppressants,cloperastine,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Respiratory,Cough suppressants,codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O
Respiratory,Cough suppressants,dextromethorphan,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC
Respiratory,Cough suppressants,dimemorfan,CC1=CC2=C(C[C@H]3[C@@H]4[C@]2(CCCC4)CCN3C)C=C1
Respiratory,Cough suppressants,dropropizine,C1CN(CCN1CC(CO)O)C2=CC=CC=C2
Respiratory,Cough suppressants,ethylmorphine,CCOC1=C2C3=C(C[C@@H]4[C@H]5[C@]3(CCN4C)[C@@H](O2)[C@H](C=C5)O)C=C1
Respiratory,Cough suppressants,fedrilate,CC(CCN1CCOCC1)OC(=O)C2(CCOCC2)C3=CC=CC=C3
Respiratory,Cough suppressants,hydrocodone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4
Respiratory,Cough suppressants,levodropropizine,C1CN(CCN1C[C@@H](CO)O)C2=CC=CC=C2
Respiratory,Cough suppressants,morclofone,COC1=CC(=CC(=C1OCCN2CCOCC2)OC)C(=O)C3=CC=C(C=C3)Cl
Respiratory,Cough suppressants,normethadone,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
Respiratory,Cough suppressants,noscapine,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
Respiratory,Cough suppressants,oxeladin,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC
Respiratory,Cough suppressants,oxolamine,CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2
Respiratory,Cough suppressants,pentoxyverine,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2
Respiratory,Cough suppressants,pholcodine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OCCN6CCOCC6)O[C@H]3[C@H](C=C4)O
Respiratory,Cough suppressants,pipazetate,C1CCN(CC1)CCOCCOC(=O)N2C3=CC=CC=C3SC4=C2N=CC=C4
